participantId,device,datasetId,slotId,isTrue,answerId
16,VR,1,1,True,4
16,VR,1,2,True,2
16,VR,1,3,False,2
16,VR,1,4,True,6
16,VR,1,5,True,5
16,VR,1,6,True,7
16,VR,1,7,True,3
16,VR,2,1,True,4
16,VR,2,2,True,6
16,VR,2,3,False,3
16,VR,2,4,False,7
16,VR,2,5,False,6
16,VR,2,6,True,1
16,VR,2,7,True,3
13,VR,2,1,False,4
13,VR,2,2,True,4
13,VR,2,3,False,2
13,VR,2,4,False,7
13,VR,2,5,True,5
13,VR,2,6,True,6
13,VR,2,7,False,1
13,VR,1,1,False,3
13,VR,1,2,True,1
13,VR,1,3,True,2
13,VR,1,4,True,7
13,VR,1,5,False,2
13,VR,1,6,True,6
13,VR,1,7,True,3
13,Comp,1,1,False,3
13,Comp,1,2,False,2
13,Comp,1,3,False,1
13,Comp,1,4,False,7
13,Comp,1,5,True,1
13,Comp,1,6,True,2
13,Comp,1,7,True,5
10,VR,1,1,True,6
10,VR,1,2,False,3
10,VR,1,3,False,4
10,VR,1,4,False,5
10,VR,1,5,False,6
10,VR,1,6,False,2
10,VR,1,7,False,1
10,VR,2,1,False,7
10,VR,2,2,True,4
10,VR,2,3,True,6
10,VR,2,4,True,2
10,VR,2,5,False,5
10,VR,2,6,False,6
10,VR,2,7,True,5
10,Comp,2,1,True,1
10,Comp,2,2,False,1
10,Comp,2,3,False,7
10,Comp,2,4,True,6
10,Comp,2,5,True,2
10,Comp,2,6,False,2
10,Comp,2,7,False,3
7,VR,1,1,False,5
7,VR,1,2,False,4
7,VR,1,3,True,4
7,VR,1,4,True,3
7,VR,1,5,False,2
7,VR,1,6,False,3
7,VR,1,7,True,1
7,VR,2,1,False,7
7,VR,2,2,True,1
7,VR,2,3,False,5
7,VR,2,4,False,3
7,VR,2,5,True,6
7,VR,2,6,True,4
7,VR,2,7,False,1
7,Comp,2,1,False,2
7,Comp,2,2,True,2
7,Comp,2,3,True,4
7,Comp,2,4,True,1
7,Comp,2,5,False,4
7,Comp,2,6,False,3
7,Comp,2,7,True,6
7,Comp,1,1,False,1
7,Comp,1,2,True,2
7,Comp,1,3,True,5
7,Comp,1,4,True,3
7,Comp,1,5,False,7
7,Comp,1,6,True,7
7,Comp,1,7,True,4
12,VR,1,1,False,4
12,VR,1,2,False,5
12,VR,1,3,True,3
12,VR,1,4,True,2
12,VR,1,5,True,4
12,VR,1,6,True,1
12,VR,1,7,True,6
12,VR,2,1,False,2
12,VR,2,2,True,5
12,VR,2,3,False,6
12,VR,2,4,True,7
12,VR,2,5,False,3
12,VR,2,6,False,1
12,VR,2,7,False,4
12,Comp,2,1,False,1
12,Comp,2,2,True,7
12,Comp,2,3,True,4
12,Comp,2,4,False,6
12,Comp,2,5,False,2
12,Comp,2,6,False,3
12,Comp,2,7,True,1
12,Comp,1,1,False,3
12,Comp,1,2,True,4
12,Comp,1,3,True,2
12,Comp,1,4,True,7
12,Comp,1,5,True,3
12,Comp,1,6,False,5
12,Comp,1,7,False,4
8,Comp,2,1,False,1
8,Comp,2,2,True,4
8,Comp,2,3,True,5
8,Comp,2,4,True,3
8,Comp,2,5,True,7
8,Comp,2,6,False,3
8,Comp,2,7,False,2
8,Comp,1,1,True,1
8,Comp,1,2,False,3
8,Comp,1,3,False,2
8,Comp,1,4,True,6
8,Comp,1,5,False,4
8,Comp,1,6,False,5
8,Comp,1,7,True,4
8,VR,1,1,False,4
8,VR,1,2,True,6
8,VR,1,3,True,1
8,VR,1,4,True,4
8,VR,1,5,False,1
8,VR,1,6,False,6
8,VR,1,7,True,7
8,VR,2,1,False,4
8,VR,2,2,False,2
8,VR,2,3,True,6
8,VR,2,4,True,4
8,VR,2,5,True,7
8,VR,2,6,True,2
8,VR,2,7,False,7
3,VR,2,1,False,2
3,VR,2,2,True,6
3,VR,2,3,True,4
3,VR,2,4,True,1
3,VR,2,5,False,3
3,VR,2,6,True,5
3,VR,2,7,False,7
3,VR,1,1,True,1
3,VR,1,2,True,2
3,VR,1,3,False,2
3,VR,1,4,True,6
3,VR,1,5,True,5
3,VR,1,6,True,3
3,VR,1,7,False,3
3,Comp,1,1,True,1
3,Comp,1,2,True,6
3,Comp,1,3,False,3
3,Comp,1,4,True,3
3,Comp,1,5,False,2
3,Comp,1,6,True,4
3,Comp,1,7,True,5
3,Comp,2,1,True,7
3,Comp,2,2,True,5
3,Comp,2,3,False,4
3,Comp,2,4,False,2
3,Comp,2,5,False,6
3,Comp,2,6,False,5
3,Comp,2,7,True,6
11,VR,1,1,False,7
11,VR,1,2,True,7
11,VR,1,3,False,2
11,VR,1,4,True,4
11,VR,1,5,True,2
11,VR,1,6,True,6
11,VR,1,7,True,1
11,VR,2,1,True,6
11,VR,2,2,False,6
11,VR,2,3,False,3
11,VR,2,4,True,7
11,VR,2,5,True,1
11,VR,2,6,False,7
11,VR,2,7,True,5
19,VR,1,1,False,7
19,VR,1,2,False,5
19,VR,1,3,True,7
19,VR,1,4,True,4
19,VR,1,5,True,1
19,VR,1,6,True,3
19,VR,1,7,True,2
19,VR,2,1,True,1
19,VR,2,2,True,3
19,VR,2,3,False,1
19,VR,2,4,True,2
19,VR,2,5,True,6
19,VR,2,6,True,5
19,VR,2,7,False,6
19,Comp,2,1,True,3
19,Comp,2,2,False,6
19,Comp,2,3,True,4
19,Comp,2,4,True,7
19,Comp,2,5,False,2
19,Comp,2,6,True,6
19,Comp,2,7,False,7
19,Comp,1,1,True,1
19,Comp,1,2,True,2
19,Comp,1,3,False,3
19,Comp,1,4,False,2
19,Comp,1,5,True,6
19,Comp,1,6,False,7
19,Comp,1,7,False,4
18,Comp,2,1,False,1
18,Comp,2,2,False,2
18,Comp,2,3,True,2
18,Comp,2,4,True,6
18,Comp,2,5,True,7
18,Comp,2,6,True,4
18,Comp,2,7,False,4
18,Comp,1,1,True,6
18,Comp,1,2,True,7
18,Comp,1,3,False,3
18,Comp,1,4,False,2
18,Comp,1,5,False,1
18,Comp,1,6,False,4
18,Comp,1,7,True,4
18,VR,1,1,True,5
18,VR,1,2,False,4
18,VR,1,3,False,1
18,VR,1,4,False,2
18,VR,1,5,False,6
18,VR,1,6,False,5
18,VR,1,7,True,7
18,VR,2,1,True,4
18,VR,2,2,True,1
18,VR,2,3,False,1
18,VR,2,4,False,3
18,VR,2,5,True,5
18,VR,2,6,True,6
18,VR,2,7,False,5
22,VR,2,1,False,2
22,VR,2,2,True,1
22,VR,2,3,True,4
22,VR,2,4,True,7
22,VR,2,5,False,1
22,VR,2,6,False,3
22,VR,2,7,False,4
22,VR,1,1,False,5
22,VR,1,2,True,1
22,VR,1,3,True,3
22,VR,1,4,True,5
22,VR,1,5,False,6
22,VR,1,6,True,2
22,VR,1,7,True,4
22,Comp,1,1,False,5
22,Comp,1,2,False,4
22,Comp,1,3,True,5
22,Comp,1,4,True,2
22,Comp,1,5,False,3
22,Comp,1,6,True,3
22,Comp,1,7,True,4
22,Comp,2,1,True,4
22,Comp,2,2,True,2
22,Comp,2,3,False,7
22,Comp,2,4,False,4
22,Comp,2,5,False,5
22,Comp,2,6,False,2
22,Comp,2,7,True,3
2,VR,2,1,False,1
2,VR,2,2,True,5
2,VR,2,3,False,3
2,VR,2,4,False,7
2,VR,2,5,False,6
2,VR,2,6,False,2
2,VR,2,7,False,5
2,VR,1,1,True,1
2,VR,1,2,True,2
2,VR,1,3,True,3
2,VR,1,4,True,4
2,VR,1,5,False,5
2,VR,1,6,True,5
2,VR,1,7,True,7
2,Comp,2,1,False,5
2,Comp,2,2,False,3
2,Comp,2,3,True,4
2,Comp,2,4,True,7
2,Comp,2,5,True,1
2,Comp,2,6,False,2
2,Comp,2,7,True,6
5,Comp,2,1,True,5
5,Comp,2,2,True,3
5,Comp,2,3,True,4
5,Comp,2,4,False,6
5,Comp,2,5,False,2
5,Comp,2,6,False,1
5,Comp,2,7,False,7
5,VR,1,1,False,4
5,VR,1,2,False,3
5,VR,1,3,False,5
5,VR,1,4,True,4
5,VR,1,5,False,6
5,VR,1,6,True,3
5,VR,1,7,True,7
5,VR,2,1,False,7
5,VR,2,2,True,7
5,VR,2,3,True,3
5,VR,2,4,False,3
5,VR,2,5,False,2
5,VR,2,6,False,1
5,VR,2,7,True,1
1,VR,2,1,True,3
1,VR,2,2,False,3
1,VR,2,3,True,7
1,VR,2,4,True,4
1,VR,2,5,False,1
1,VR,2,6,False,5
1,VR,2,7,False,4
1,VR,1,1,False,3
1,VR,1,2,False,2
1,VR,1,3,True,1
1,VR,1,4,True,5
1,VR,1,5,True,7
1,VR,1,6,True,6
1,VR,1,7,True,2
1,Comp,1,1,False,1
1,Comp,1,2,False,3
1,Comp,1,3,True,2
1,Comp,1,4,True,4
1,Comp,1,5,True,6
1,Comp,1,6,True,7
1,Comp,1,7,True,5
1,Comp,2,1,False,4
1,Comp,2,2,True,2
1,Comp,2,3,True,4
1,Comp,2,4,True,6
1,Comp,2,5,False,6
1,Comp,2,6,False,7
1,Comp,2,7,True,7
9,Comp,1,1,True,2
9,Comp,1,2,False,3
9,Comp,1,3,False,7
9,Comp,1,4,False,5
9,Comp,1,5,True,7
9,Comp,1,6,True,3
9,Comp,1,7,False,6
9,Comp,2,1,False,6
9,Comp,2,2,False,1
9,Comp,2,3,True,2
9,Comp,2,4,False,2
9,Comp,2,5,True,3
9,Comp,2,6,False,4
9,Comp,2,7,False,5
9,VR,2,1,True,7
9,VR,2,2,True,5
9,VR,2,3,False,5
9,VR,2,4,True,2
9,VR,2,5,False,6
9,VR,2,6,False,2
9,VR,2,7,False,4
9,VR,1,1,True,2
9,VR,1,2,False,7
9,VR,1,3,True,4
9,VR,1,4,False,2
9,VR,1,5,True,1
9,VR,1,6,True,7
9,VR,1,7,True,3
14,Comp,2,1,True,5
14,Comp,2,2,False,7
14,Comp,2,3,False,6
14,Comp,2,4,False,4
14,Comp,2,5,True,2
14,Comp,2,6,True,4
14,Comp,2,7,False,1
14,VR,2,1,True,5
14,VR,2,2,False,3
14,VR,2,3,False,4
14,VR,2,4,False,2
14,VR,2,5,False,7
14,VR,2,6,True,1
14,VR,2,7,False,5
6,Comp,2,1,False,1
6,Comp,2,2,False,6
6,Comp,2,3,True,3
6,Comp,2,4,True,4
6,Comp,2,5,True,6
6,Comp,2,6,False,4
6,Comp,2,7,True,1
6,Comp,1,1,True,1
6,Comp,1,2,True,4
6,Comp,1,3,True,3
6,Comp,1,4,False,4
6,Comp,1,5,False,3
6,Comp,1,6,False,7
6,Comp,1,7,True,2
6,VR,2,1,True,6
6,VR,2,2,False,6
6,VR,2,3,False,5
6,VR,2,4,False,4
6,VR,2,5,True,1
6,VR,2,6,False,2
6,VR,2,7,True,2
6,VR,1,1,False,3
6,VR,1,2,True,1
6,VR,1,3,True,3
6,VR,1,4,False,6
6,VR,1,5,False,1
6,VR,1,6,False,4
6,VR,1,7,False,5
17,VR,2,1,True,7
17,VR,2,2,True,3
17,VR,2,3,True,4
17,VR,2,4,False,2
17,VR,2,5,False,1
17,VR,2,6,False,5
17,VR,2,7,False,4
17,VR,1,1,False,7
17,VR,1,2,True,6
17,VR,1,3,True,3
17,VR,1,4,False,6
17,VR,1,5,False,4
17,VR,1,6,False,5
17,VR,1,7,False,1
11,Comp,2,1,True,7
11,Comp,2,2,False,3
11,Comp,2,3,True,1
11,Comp,2,4,False,1
11,Comp,2,5,True,5
11,Comp,2,6,False,4
11,Comp,2,7,False,5
17,Comp,1,1,True,1
17,Comp,1,2,False,4
17,Comp,1,3,False,6
17,Comp,1,4,True,2
17,Comp,1,5,True,3
17,Comp,1,6,False,3
17,Comp,1,7,False,1
14,VR,1,1,False,1
14,VR,1,2,False,2
14,VR,1,3,False,4
14,VR,1,4,True,1
14,VR,1,5,False,7
14,VR,1,6,True,4
14,VR,1,7,True,6
5,Comp,1,1,True,7
5,Comp,1,2,True,6
5,Comp,1,3,False,7
5,Comp,1,4,False,3
5,Comp,1,5,True,4
5,Comp,1,6,False,1
5,Comp,1,7,False,2
4,Comp,2,1,True,2
4,Comp,2,2,False,5
4,Comp,2,3,True,5
4,Comp,2,4,True,3
4,Comp,2,5,False,4
4,Comp,2,6,True,7
4,Comp,2,7,True,6
17,Comp,2,1,True,5
17,Comp,2,2,False,6
17,Comp,2,3,False,2
17,Comp,2,4,True,7
17,Comp,2,5,False,4
17,Comp,2,6,False,3
17,Comp,2,7,True,2
20,Comp,1,1,True,6
20,Comp,1,2,True,4
20,Comp,1,3,True,7
20,Comp,1,4,False,1
20,Comp,1,5,True,2
20,Comp,1,6,True,1
20,Comp,1,7,True,5
20,Comp,2,1,True,4
20,Comp,2,2,True,1
20,Comp,2,3,True,7
20,Comp,2,4,False,6
20,Comp,2,5,False,5
20,Comp,2,6,True,3
20,Comp,2,7,False,7
20,VR,2,1,True,5
20,VR,2,2,False,7
20,VR,2,3,True,7
20,VR,2,4,False,1
20,VR,2,5,False,2
20,VR,2,6,False,4
20,VR,2,7,True,4
20,VR,1,1,True,6
20,VR,1,2,False,1
20,VR,1,3,False,2
20,VR,1,4,True,1
20,VR,1,5,True,7
20,VR,1,6,True,3
20,VR,1,7,False,6
21,VR,1,1,True,7
21,VR,1,2,False,3
21,VR,1,3,False,4
21,VR,1,4,True,2
21,VR,1,5,False,6
21,VR,1,6,True,6
21,VR,1,7,False,1
10,Comp,1,1,False,3
10,Comp,1,2,False,4
10,Comp,1,3,True,4
10,Comp,1,4,False,2
10,Comp,1,5,True,7
10,Comp,1,6,True,6
10,Comp,1,7,False,5
21,VR,2,1,False,5
21,VR,2,2,False,6
21,VR,2,3,True,6
21,VR,2,4,True,4
21,VR,2,5,False,3
21,VR,2,6,True,7
21,VR,2,7,False,7
21,Comp,2,1,False,1
21,Comp,2,2,False,5
21,Comp,2,3,False,2
21,Comp,2,4,True,4
21,Comp,2,5,False,3
21,Comp,2,6,True,7
21,Comp,2,7,False,6
21,Comp,1,1,True,6
21,Comp,1,2,False,3
21,Comp,1,3,True,7
21,Comp,1,4,True,3
21,Comp,1,5,True,1
21,Comp,1,6,True,4
21,Comp,1,7,False,7
25,Comp,1,1,True,1
25,Comp,1,2,True,2
25,Comp,1,3,True,5
25,Comp,1,4,True,7
25,Comp,1,5,False,1
25,Comp,1,6,True,3
25,Comp,1,7,False,5
25,Comp,2,1,False,1
25,Comp,2,2,True,3
25,Comp,2,3,True,4
25,Comp,2,4,True,5
25,Comp,2,5,False,7
25,Comp,2,6,True,2
25,Comp,2,7,False,4
25,VR,2,1,True,3
25,VR,2,2,True,5
25,VR,2,3,True,4
25,VR,2,4,False,2
25,VR,2,5,False,7
25,VR,2,6,True,1
25,VR,2,7,True,2
25,VR,1,1,True,1
25,VR,1,2,False,2
25,VR,1,3,False,7
25,VR,1,4,True,4
25,VR,1,5,True,3
25,VR,1,6,False,4
25,VR,1,7,False,1
24,Comp,2,1,False,2
24,Comp,2,2,False,4
24,Comp,2,3,False,5
24,Comp,2,4,False,1
24,Comp,2,5,True,4
24,Comp,2,6,False,3
24,Comp,2,7,True,5
24,Comp,1,1,False,1
24,Comp,1,2,False,3
24,Comp,1,3,False,2
24,Comp,1,4,True,2
24,Comp,1,5,True,5
24,Comp,1,6,True,7
24,Comp,1,7,True,6
24,VR,1,1,False,3
24,VR,1,2,False,2
24,VR,1,3,False,6
24,VR,1,4,False,5
24,VR,1,5,True,7
24,VR,1,6,True,3
24,VR,1,7,True,6
24,VR,2,1,False,1
24,VR,2,2,True,4
24,VR,2,3,True,5
24,VR,2,4,False,3
24,VR,2,5,True,1
24,VR,2,6,False,6
24,VR,2,7,False,2
15,VR,1,1,False,2
15,VR,1,2,False,6
15,VR,1,3,False,1
15,VR,1,4,True,5
15,VR,1,5,False,4
15,VR,1,6,False,7
15,VR,1,7,False,5
15,VR,2,1,False,7
15,VR,2,2,True,2
15,VR,2,3,False,1
15,VR,2,4,False,3
15,VR,2,5,True,4
15,VR,2,6,True,3
15,VR,2,7,True,1
15,Comp,2,1,False,6
15,Comp,2,2,True,4
15,Comp,2,3,True,6
15,Comp,2,4,True,3
15,Comp,2,5,False,5
15,Comp,2,6,False,7
15,Comp,2,7,True,1
15,Comp,1,1,True,4
15,Comp,1,2,True,1
15,Comp,1,3,False,5
15,Comp,1,4,False,3
15,Comp,1,5,True,2
15,Comp,1,6,False,4
15,Comp,1,7,True,3
16,Comp,1,1,True,2
16,Comp,1,2,True,1
16,Comp,1,3,True,3
16,Comp,1,4,True,7
16,Comp,1,5,True,4
16,Comp,1,6,False,6
16,Comp,1,7,False,4
16,Comp,2,1,False,7
16,Comp,2,2,False,3
16,Comp,2,3,True,5
16,Comp,2,4,False,2
16,Comp,2,5,False,6
16,Comp,2,6,True,4
16,Comp,2,7,False,5
13,Comp,2,1,True,5
13,Comp,2,2,False,2
13,Comp,2,3,True,4
13,Comp,2,4,True,6
13,Comp,2,5,False,3
13,Comp,2,6,False,5
13,Comp,2,7,False,7
